timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1770944544,2026-02-13T09:02:24.996805,0.008,0.009,0.007,0.002,3306740.65,316730.57999999996
1770944605,2026-02-13T09:03:25.131244,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770944661,2026-02-13T09:04:21.505288,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770944723,2026-02-13T09:05:23.848542,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770944785,2026-02-13T09:06:25.049072,0.008,0.009,0.007,0.002,3297467.77,316730.57999999996
1770944847,2026-02-13T09:07:27.040800,0.008,0.009,0.007,0.002,3297467.77,316730.57999999996
1770944904,2026-02-13T09:08:24.626583,0.008,0.009,0.007,0.002,3306640.65,316730.57999999996
1770944964,2026-02-13T09:09:24.859035,0.008,0.009,0.007,0.002,3303640.84,316730.57999999996
1770945023,2026-02-13T09:10:23.676375,0.008,0.009,0.007,0.002,3303540.84,316730.57999999996
1770945083,2026-02-13T09:11:23.146481,0.008,0.009,0.007,0.002,3303540.84,316730.57999999996
1770945145,2026-02-13T09:12:25.653836,0.008,0.009,0.007,0.002,3303540.84,316730.57999999996
1770945204,2026-02-13T09:13:24.778633,0.008,0.009,0.007,0.002,3297267.77,316730.57999999996
1770945265,2026-02-13T09:14:25.285222,0.008,0.009,0.007,0.002,3306540.65,316730.57999999996
1770945325,2026-02-13T09:15:25.169406,0.008,0.009,0.007,0.002,3306540.65,316730.57999999996
1770945384,2026-02-13T09:16:24.945060,0.008,0.009,0.007,0.002,3297367.77,316730.57999999996
1770945445,2026-02-13T09:17:25.690861,0.008,0.009,0.007,0.002,3303640.84,316730.57999999996
1770945505,2026-02-13T09:18:25.399712,0.008,0.009,0.007,0.002,3297467.77,316730.57999999996
1770945564,2026-02-13T09:19:24.629569,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770945621,2026-02-13T09:20:21.415714,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770945686,2026-02-13T09:21:26.698773,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770945744,2026-02-13T09:22:24.464189,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770945800,2026-02-13T09:23:20.631673,0.008,0.009,0.007,0.002,3303740.84,316730.57999999996
1770945864,2026-02-13T09:24:24.693378,0.0075,0.008,0.007,0.001,3303745.84,314236.48
1770945923,2026-02-13T09:25:23.662477,0.008,0.009,0.007,0.002,3303745.84,314202.68
1770945980,2026-02-13T09:26:20.417628,0.008,0.009,0.007,0.002,3296230.7399999998,314202.68
1770946042,2026-02-13T09:27:22.874775,0.008,0.009,0.007,0.002,3299230.5500000003,314202.68
1770946103,2026-02-13T09:28:23.684408,0.008,0.009,0.007,0.002,3296230.7399999998,314202.68
1770946163,2026-02-13T09:29:23.291669,0.008,0.009,0.007,0.002,3296230.7399999998,313418.68
1770946223,2026-02-13T09:30:23.064834,0.008,0.009,0.007,0.002,3296230.7399999998,311791.68
1770946282,2026-02-13T09:31:22.577523,0.008,0.009,0.007,0.002,3296230.7399999998,310169.68
1770946342,2026-02-13T09:32:22.825133,0.008,0.009,0.007,0.002,3296230.7399999998,306908.88
1770946400,2026-02-13T09:33:20.823578,0.008,0.009,0.007,0.002,3296230.7399999998,306908.88
1770946463,2026-02-13T09:34:23.032798,0.008,0.009,0.007,0.002,3299230.5500000003,306908.88
1770946522,2026-02-13T09:35:22.615755,0.008,0.009,0.007,0.002,3299230.5500000003,306908.88
1770946583,2026-02-13T09:36:23.992470,0.008,0.009,0.007,0.002,3289957.67,313594.27999999997
1770946643,2026-02-13T09:37:23.072768,0.008,0.009,0.007,0.002,3289957.67,311900.68
1770946702,2026-02-13T09:38:22.616575,0.008,0.009,0.007,0.002,3289957.67,311900.68
1770946763,2026-02-13T09:39:23.988278,0.008,0.009,0.007,0.002,3289957.67,311900.68
1770946822,2026-02-13T09:40:22.841340,0.008,0.009,0.007,0.002,3282838.67,311900.68
1770946885,2026-02-13T09:41:25.423325,0.008,0.009,0.007,0.002,3282838.67,315038.77999999997
1770946940,2026-02-13T09:42:20.211976,0.008,0.009,0.007,0.002,3282838.67,315694.77999999997
1770947007,2026-02-13T09:43:27.888073,0.008,0.009,0.007,0.002,3294263.7399999998,313138.52999999997
1770947063,2026-02-13T09:44:23.512701,0.008,0.009,0.007,0.002,3294263.7399999998,314690.23
1770947123,2026-02-13T09:45:23.014084,0.008,0.009,0.007,0.002,3294263.7399999998,314690.23
1770947183,2026-02-13T09:46:23.820530,0.008,0.009,0.007,0.002,3296879.02,314690.23
1770947241,2026-02-13T09:47:21.556648,0.008,0.009,0.007,0.002,3289494.3,312197.43
1770947304,2026-02-13T09:48:24.516866,0.008,0.009,0.007,0.002,3289367.42,311389.13
1770947360,2026-02-13T09:49:20.040177,0.008,0.009,0.007,0.002,3281982.6999999997,311389.13
1770947423,2026-02-13T09:50:23.226707,0.0085,0.009,0.008,0.001,2955694.46,311389.13
1770947484,2026-02-13T09:51:24.170787,0.0085,0.009,0.008,0.001,2956071.09,308853.52
1770947543,2026-02-13T09:52:23.057768,0.0085,0.009,0.008,0.001,2956071.09,308853.52
1770947601,2026-02-13T09:53:21.455553,0.0085,0.009,0.008,0.001,2965115.09,308853.52
1770947659,2026-02-13T09:54:19.861636,0.0085,0.009,0.008,0.001,2965115.09,308853.52
1770947723,2026-02-13T09:55:23.662402,0.0085,0.009,0.008,0.001,2965115.09,308083.52
1770947779,2026-02-13T09:56:19.889479,0.0085,0.009,0.008,0.001,2965115.09,308083.52
1770947842,2026-02-13T09:57:22.501940,0.008,0.009,0.007,0.002,3284491.09,308083.52
1770947903,2026-02-13T09:58:23.216587,0.008,0.009,0.007,0.002,3286752.09,308083.52
1770947961,2026-02-13T09:59:21.815386,0.008,0.009,0.007,0.002,3286752.09,308083.52
1770948023,2026-02-13T10:00:23.632216,0.008,0.009,0.007,0.002,3286752.09,308083.52
1770948081,2026-02-13T10:01:21.229579,0.008,0.009,0.007,0.002,3286752.09,308075.52
1770948143,2026-02-13T10:02:23.224989,0.008,0.009,0.007,0.002,3286752.09,305632.52
