timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1770946932,2026-02-13T09:42:12.816878,0.605,0.61,0.6,0.01,21074.29,39296.19
1770946998,2026-02-13T09:43:18.304187,0.555,0.56,0.55,0.01,70761.48,359880.91
1770947054,2026-02-13T09:44:14.159874,0.555,0.56,0.55,0.01,175413.18,358761.85
1770947114,2026-02-13T09:45:14.239329,0.555,0.56,0.55,0.01,201591.71,360214.46
1770947174,2026-02-13T09:46:14.773832,0.555,0.56,0.55,0.01,200799.22,354982.71
1770947233,2026-02-13T09:47:13.788538,0.565,0.57,0.56,0.01,206211.96000000002,357295.27999999997
1770947293,2026-02-13T09:48:13.278188,0.565,0.57,0.56,0.01,194384.44,354379.38999999996
1770947353,2026-02-13T09:49:13.022899,0.565,0.57,0.56,0.01,199058.35,354394.68000000005
1770947413,2026-02-13T09:50:13.887688,0.565,0.57,0.56,0.01,244214.29,354454.33999999997
1770947474,2026-02-13T09:51:14.512578,0.565,0.57,0.56,0.01,249208.96,353319.33999999997
1770947533,2026-02-13T09:52:13.477073,0.565,0.57,0.56,0.01,248422.47999999998,274354.42
1770947593,2026-02-13T09:53:13.582349,0.565,0.57,0.56,0.01,234139.87,268559.42
1770947652,2026-02-13T09:54:12.833799,0.565,0.57,0.56,0.01,210013.14,275153.71
1770947714,2026-02-13T09:55:14.093291,0.565,0.57,0.56,0.01,206779.28,287234.22
1770947772,2026-02-13T09:56:12.847861,0.565,0.57,0.56,0.01,193307.18,284190.7
1770947833,2026-02-13T09:57:13.878857,0.565,0.57,0.56,0.01,186292.53,295380.64
1770947893,2026-02-13T09:58:13.842255,0.565,0.57,0.56,0.01,85429.03,82889.6
1770947953,2026-02-13T09:59:13.327739,0.555,0.56,0.55,0.01,58235.770000000004,40150.95
1770948014,2026-02-13T10:00:14.442840,0.465,0.47,0.46,0.01,28107.1,12756.640000000001
1770948073,2026-02-13T10:01:13.243181,0.485,0.49,0.48,0.01,28586.94,7054.07
1770948134,2026-02-13T10:02:14.016454,0.495,0.5,0.49,0.01,33100.59,6160.96
