timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1770944539,2026-02-13T09:02:19.643949,0.0435,0.044,0.043,0.001,198174.7,214841.07
1770944599,2026-02-13T09:03:19.651101,0.0435,0.044,0.043,0.001,198058.73,211050.89
1770944657,2026-02-13T09:04:17.271190,0.0435,0.044,0.043,0.001,197994.03,210979.94999999998
1770944718,2026-02-13T09:05:18.816958,0.0435,0.044,0.043,0.001,198006.56,210979.94999999998
1770944779,2026-02-13T09:06:19.457365,0.0435,0.044,0.043,0.001,197973.56,210908.16
1770944840,2026-02-13T09:07:20.237056,0.0435,0.044,0.043,0.001,197837.71,210908.16
1770944898,2026-02-13T09:08:18.880472,0.0435,0.044,0.043,0.001,197782.33,210978.16
1770944959,2026-02-13T09:09:19.301924,0.044,0.045,0.043,0.002,197780.27,260502.72999999998
1770945019,2026-02-13T09:10:19.157529,0.0445,0.045,0.044,0.001,149576.9,260502.72999999998
1770945078,2026-02-13T09:11:18.435963,0.0445,0.045,0.044,0.001,149576.9,260502.72999999998
1770945140,2026-02-13T09:12:20.398021,0.0445,0.045,0.044,0.001,150176.9,259923.2
1770945199,2026-02-13T09:13:19.669403,0.0445,0.045,0.044,0.001,150434.94,259768.51
1770945259,2026-02-13T09:14:19.840609,0.0445,0.045,0.044,0.001,150434.94,259768.51
1770945319,2026-02-13T09:15:19.484504,0.0445,0.045,0.044,0.001,150434.94,259987.66999999998
1770945379,2026-02-13T09:16:19.480932,0.0445,0.045,0.044,0.001,150434.94,251934.66999999998
1770945440,2026-02-13T09:17:20.626170,0.0445,0.045,0.044,0.001,150433.88999999998,259679.66999999998
1770945499,2026-02-13T09:18:19.425967,0.0445,0.045,0.044,0.001,150383.66,259629.45
1770945559,2026-02-13T09:19:19.615710,0.0445,0.045,0.044,0.001,150383.66,259629.45
1770945617,2026-02-13T09:20:17.411143,0.0445,0.045,0.044,0.001,150354.39,259564.66
1770945678,2026-02-13T09:21:18.672224,0.0445,0.045,0.044,0.001,150329.32,259290.87
1770945738,2026-02-13T09:22:18.834407,0.0445,0.045,0.044,0.001,150378.01,251278.79
1770945796,2026-02-13T09:23:16.058177,0.0445,0.045,0.044,0.001,150388.47,259632.79
1770945859,2026-02-13T09:24:19.702086,0.0445,0.045,0.044,0.001,150394.74,259632.79
1770945918,2026-02-13T09:25:18.284061,0.0445,0.045,0.044,0.001,150250.16,259632.79
1770945976,2026-02-13T09:26:16.221382,0.0445,0.045,0.044,0.001,150250.16,260167.1
1770946036,2026-02-13T09:27:16.459978,0.0445,0.045,0.044,0.001,150201.35,260167.1
1770946097,2026-02-13T09:28:17.241066,0.0445,0.045,0.044,0.001,150201.35,253917.1
1770946157,2026-02-13T09:29:17.623753,0.0445,0.045,0.044,0.001,150201.35,253473.46
1770946217,2026-02-13T09:30:17.623496,0.0435,0.044,0.043,0.001,197676.79,202540.36
1770946277,2026-02-13T09:31:17.119225,0.0435,0.044,0.043,0.001,197581.39,203253.62
1770946337,2026-02-13T09:32:17.381006,0.0435,0.044,0.043,0.001,197513.22,202404.86
1770946396,2026-02-13T09:33:16.446553,0.0435,0.044,0.043,0.001,197513.22,202949.44
1770946457,2026-02-13T09:34:17.822187,0.0435,0.044,0.043,0.001,197650.32,202759.16
1770946517,2026-02-13T09:35:17.283858,0.0435,0.044,0.043,0.001,197650.32,202721.26
1770946577,2026-02-13T09:36:17.632163,0.0445,0.045,0.044,0.001,175503.72,259582.72
1770946637,2026-02-13T09:37:17.703853,0.0445,0.045,0.044,0.001,175493.48,260082.72
1770946697,2026-02-13T09:38:17.092041,0.0445,0.045,0.044,0.001,175481.15,259780.72
1770946757,2026-02-13T09:39:17.623525,0.0445,0.045,0.044,0.001,175693.47,261819.50999999998
1770946817,2026-02-13T09:40:17.415264,0.0445,0.045,0.044,0.001,175629.7,263813.27999999997
1770946879,2026-02-13T09:41:19.935082,0.0445,0.045,0.044,0.001,175592.62,263754.75
1770946935,2026-02-13T09:42:15.689126,0.0445,0.045,0.044,0.001,175592.62,263714.35
1770947001,2026-02-13T09:43:21.944729,0.0445,0.045,0.044,0.001,175542.43000000002,263658.93
1770947057,2026-02-13T09:44:17.651753,0.0445,0.045,0.044,0.001,175542.43000000002,264015.7
1770947118,2026-02-13T09:45:18.233350,0.0445,0.045,0.044,0.001,175542.43000000002,264065.7
1770947178,2026-02-13T09:46:18.241213,0.0445,0.045,0.044,0.001,175442.43000000002,270649.7
1770947236,2026-02-13T09:47:16.880494,0.0445,0.045,0.044,0.001,175401.36000000002,259475.31
1770947297,2026-02-13T09:48:17.898052,0.0445,0.045,0.044,0.001,175401.36000000002,259475.31
1770947355,2026-02-13T09:49:15.860095,0.0445,0.045,0.044,0.001,175401.36000000002,259183.31
1770947417,2026-02-13T09:50:17.479132,0.0445,0.045,0.044,0.001,175401.36000000002,259475.31
1770947478,2026-02-13T09:51:18.542251,0.0445,0.045,0.044,0.001,175401.36000000002,259475.31
1770947537,2026-02-13T09:52:17.304782,0.0445,0.045,0.044,0.001,175346.33000000002,259420.28
1770947596,2026-02-13T09:53:16.551667,0.0445,0.045,0.044,0.001,172346.33000000002,264420.28
1770947655,2026-02-13T09:54:15.622689,0.0445,0.045,0.044,0.001,172346.33000000002,264420.28
1770947717,2026-02-13T09:55:17.968956,0.0445,0.045,0.044,0.001,177312.82,264420.28
1770947775,2026-02-13T09:56:15.696704,0.0445,0.045,0.044,0.001,174297.35,264415.05
1770947837,2026-02-13T09:57:17.132522,0.0445,0.045,0.044,0.001,174230.54,264360.58
1770947897,2026-02-13T09:58:17.503488,0.0445,0.045,0.044,0.001,174230.54,264360.58
1770947956,2026-02-13T09:59:16.505592,0.0445,0.045,0.044,0.001,174253.78,264325.77999999997
1770948018,2026-02-13T10:00:18.275984,0.0445,0.045,0.044,0.001,174220.07,263345.58
1770948076,2026-02-13T10:01:16.475566,0.0445,0.045,0.044,0.001,174174.56,263123.35
1770948137,2026-02-13T10:02:17.803655,0.0445,0.045,0.044,0.001,174185.02,263030.26
