timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1770944530,2026-02-13T09:02:10.313640,0.0005,0.001,0.0,0.001,0,2857069.91
1770944590,2026-02-13T09:03:10.283999,0.0005,0.001,0.0,0.001,0,2857069.91
1770944650,2026-02-13T09:04:10.217937,0.0005,0.001,0.0,0.001,0,2857054.91
1770944710,2026-02-13T09:05:10.256262,0.0005,0.001,0.0,0.001,0,2857005.6700000004
1770944770,2026-02-13T09:06:10.291218,0.0005,0.001,0.0,0.001,0,2857005.6700000004
1770944831,2026-02-13T09:07:11.051883,0.0005,0.001,0.0,0.001,0,2854096.6700000004
1770944890,2026-02-13T09:08:10.502350,0.0005,0.001,0.0,0.001,0,2856905.6700000004
1770944950,2026-02-13T09:09:10.239820,0.0005,0.001,0.0,0.001,0,2856905.6700000004
1770945011,2026-02-13T09:10:11.131143,0.0005,0.001,0.0,0.001,0,2855664.3000000003
1770945070,2026-02-13T09:11:10.283774,0.0005,0.001,0.0,0.001,0,2854689.3000000003
1770945130,2026-02-13T09:12:10.681721,0.0005,0.001,0.0,0.001,0,2854689.3000000003
1770945190,2026-02-13T09:13:10.418792,0.0005,0.001,0.0,0.001,0,2851804.7
1770945250,2026-02-13T09:14:10.629552,0.0005,0.001,0.0,0.001,0,2851804.7
1770945310,2026-02-13T09:15:10.479517,0.0005,0.001,0.0,0.001,0,2851781.7
1770945370,2026-02-13T09:16:10.436605,0.0005,0.001,0.0,0.001,0,2849760.7
1770945430,2026-02-13T09:17:10.637441,0.0005,0.001,0.0,0.001,0,2848780.7
1770945490,2026-02-13T09:18:10.608367,0.0005,0.001,0.0,0.001,0,2892802.7
1770945550,2026-02-13T09:19:10.307338,0.0005,0.001,0.0,0.001,0,2892797.7
1770945610,2026-02-13T09:20:10.049926,0.0005,0.001,0.0,0.001,0,2892797.7
1770945670,2026-02-13T09:21:10.572363,0.0005,0.001,0.0,0.001,0,2892797.7
1770945731,2026-02-13T09:22:11.007327,0.0005,0.001,0.0,0.001,0,2892797.7
1770945790,2026-02-13T09:23:10.083513,0.0005,0.001,0.0,0.001,0,2892797.7
1770945850,2026-02-13T09:24:10.628324,0.0005,0.001,0.0,0.001,0,2892781.8400000003
1770945910,2026-02-13T09:25:10.500777,0.0005,0.001,0.0,0.001,0,2892781.8400000003
1770945970,2026-02-13T09:26:10.233253,0.0005,0.001,0.0,0.001,0,2892781.8400000003
