timestamp,datetime,midpoint,best_bid,best_ask,spread,bid_depth_top5,ask_depth_top5
1770991004,2026-02-13T21:56:44.667390,0.0085,0.009,0.008,0.001,4483119.63,424338.59
1770991463,2026-02-13T22:04:23.295872,0.0085,0.009,0.008,0.001,4479830.99,424338.59
1770991523,2026-02-13T22:05:23.678568,0.0085,0.009,0.008,0.001,4486035.63,424338.59
1770991583,2026-02-13T22:06:23.904524,0.0085,0.009,0.008,0.001,4486035.63,424338.59
1770991643,2026-02-13T22:07:23.756492,0.0085,0.009,0.008,0.001,4486035.63,424338.59
1770991703,2026-02-13T22:08:23.748546,0.0085,0.009,0.008,0.001,4486035.63,424338.59
1770991763,2026-02-13T22:09:23.935475,0.0085,0.009,0.008,0.001,4486035.63,424338.59
1770991823,2026-02-13T22:10:23.724982,0.0085,0.009,0.008,0.001,4485329.98,424338.59
1770991883,2026-02-13T22:11:23.748811,0.0085,0.009,0.008,0.001,4485329.98,424732.34
1770991943,2026-02-13T22:12:23.499263,0.0085,0.009,0.008,0.001,4485327.96,424732.34
1770992003,2026-02-13T22:13:23.661823,0.0085,0.009,0.008,0.001,4485327.96,424732.34
1770992063,2026-02-13T22:14:23.654878,0.0085,0.009,0.008,0.001,4485327.96,424732.34
1770992123,2026-02-13T22:15:23.890026,0.0085,0.009,0.008,0.001,4485327.96,424732.34
1770992183,2026-02-13T22:16:23.553524,0.0085,0.009,0.008,0.001,4485327.96,424732.34
1770992243,2026-02-13T22:17:23.787355,0.0085,0.009,0.008,0.001,4485227.96,424732.34
1770992303,2026-02-13T22:18:23.664478,0.0085,0.009,0.008,0.001,4485227.96,424732.34
1770992363,2026-02-13T22:19:23.735450,0.0085,0.009,0.008,0.001,4485227.96,424732.34
1770992423,2026-02-13T22:20:23.772515,0.0085,0.009,0.008,0.001,4485227.96,424732.34
1770992483,2026-02-13T22:21:23.888235,0.0085,0.009,0.008,0.001,4484627.96,424732.34
1770992543,2026-02-13T22:22:23.728137,0.0085,0.009,0.008,0.001,4484622.91,424732.34
